HPF   151     180     180
LPF   127     180     10000
PEQ   127     768     150
PEQ   127     768     300
PEQ   127     768     600
PEQ   127     768     1200
PEQ   127     768     2500
PEQ   127     768     5000
PEQ   127     768     10000
GAIN   127     256     1000
GAIN   127     256     1000
GAIN   127     256     1000
GAIN   127     256     1000
GAIN   127     256     1000
GAIN   127     256     1000
GAIN   127     256     1000


		
