PEQ   175     1024     60
PEQ   157     1024     200
PEQ   97     512     800
PEQ   67      256     1000
PEQ   97     256     3000
PEQ   97     512     5000
PEQ   125     1024     10000

PEQ   127     180     1200
PEQ   127     181     4000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000


		
