PEQ   100     1024     60
PEQ   115     512     200
PEQ   175     256     1000
PEQ   117      375     3000
PEQ   97     375     7000
PEQ   57     512     10000
PEQ   97     512     13000

PEQ   127     180     1200
PEQ   127     181     4000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000
PEQ   127     256     1000


		
